video_id,stau_mean_AU01_r,stau_mean_AU02_r,stau_mean_AU04_r,stau_mean_AU05_r,stau_mean_AU06_r,stau_mean_AU07_r,stau_mean_AU09_r,stau_mean_AU10_r,stau_mean_AU12_r,stau_mean_AU14_r,stau_mean_AU15_r,stau_mean_AU17_r,stau_mean_AU20_r,stau_mean_AU23_r,stau_mean_AU25_r,stau_mean_AU26_r,stau_mean_AU45_r,stau_mean_pose_Tx,stau_mean_pose_Ty,stau_mean_pose_Tz,stau_mean_pose_Rx,stau_mean_pose_Ry,stau_mean_pose_Rz,stau_mean_gaze_0_x,stau_mean_gaze_0_y,stau_mean_gaze_0_z,stau_mean_gaze_1_x,stau_mean_gaze_1_y,stau_mean_gaze_1_z,stau_mean_gaze_angle_x,stau_mean_gaze_angle_y,stau_max_AU01_r,stau_max_AU02_r,stau_max_AU04_r,stau_max_AU05_r,stau_max_AU06_r,stau_max_AU07_r,stau_max_AU09_r,stau_max_AU10_r,stau_max_AU12_r,stau_max_AU14_r,stau_max_AU15_r,stau_max_AU17_r,stau_max_AU20_r,stau_max_AU23_r,stau_max_AU25_r,stau_max_AU26_r,stau_max_AU45_r,stau_max_pose_Tx,stau_max_pose_Ty,stau_max_pose_Tz,stau_max_pose_Rx,stau_max_pose_Ry,stau_max_pose_Rz,stau_max_gaze_0_x,stau_max_gaze_0_y,stau_max_gaze_0_z,stau_max_gaze_1_x,stau_max_gaze_1_y,stau_max_gaze_1_z,stau_max_gaze_angle_x,stau_max_gaze_angle_y,stau_std_AU01_r,stau_std_AU02_r,stau_std_AU04_r,stau_std_AU05_r,stau_std_AU06_r,stau_std_AU07_r,stau_std_AU09_r,stau_std_AU10_r,stau_std_AU12_r,stau_std_AU14_r,stau_std_AU15_r,stau_std_AU17_r,stau_std_AU20_r,stau_std_AU23_r,stau_std_AU25_r,stau_std_AU26_r,stau_std_AU45_r,stau_std_pose_Tx,stau_std_pose_Ty,stau_std_pose_Tz,stau_std_pose_Rx,stau_std_pose_Ry,stau_std_pose_Rz,stau_std_gaze_0_x,stau_std_gaze_0_y,stau_std_gaze_0_z,stau_std_gaze_1_x,stau_std_gaze_1_y,stau_std_gaze_1_z,stau_std_gaze_angle_x,stau_std_gaze_angle_y,movaver_AU01_r,movaver_AU02_r,movaver_AU04_r,movaver_AU05_r,movaver_AU06_r,movaver_AU07_r,movaver_AU09_r,movaver_AU10_r,movaver_AU12_r,movaver_AU14_r,movaver_AU15_r,movaver_AU17_r,movaver_AU20_r,movaver_AU23_r,movaver_AU25_r,movaver_AU26_r,movaver_AU45_r,movaver_pose_Tx,movaver_pose_Ty,movaver_pose_Tz,movaver_pose_Rx,movaver_pose_Ry,movaver_pose_Rz,movaver_gaze_0_x,movaver_gaze_0_y,movaver_gaze_0_z,movaver_gaze_1_x,movaver_gaze_1_y,movaver_gaze_1_z,movaver_gaze_angle_x,movaver_gaze_angle_y,face_id,label
LS_WILTY_EP3_lie2,0.15653333333333333,0.05693333333333333,0.0,0.054400000000000004,0.057866666666666663,0.21693333333333334,0.10013333333333332,0.3973333333333333,0.5276,0.7142666666666667,0.1924,0.48066666666666663,0.06,0.25373333333333337,0.6295999999999999,0.3776,0.09786666666666667,27.28,-34.812000000000005,583.7613333333334,0.13868,0.33524,0.0008666666666666673,-0.15348958666666665,0.17586149333333334,-0.97112656,-0.32632850666666663,0.18100874666666666,-0.92645284,-0.24770666666666666,0.18598666666666666,0.85,0.32,0.0,0.38,0.43,1.18,0.78,1.45,1.2,1.67,1.63,2.65,0.36,1.9,1.6,1.3,0.67,42.5,-21.6,594.7,0.221,0.515,0.082,-0.098408,0.218385,-0.939166,-0.270558,0.235322,-0.876048,-0.192,0.241,0.2336403642777074,0.09652017480373805,0.0,0.11282897845136407,0.11409210756668935,0.24906296465022734,0.20258127053400365,0.3377842480018839,0.3212931640998564,0.6218328908510261,0.3732792592756868,0.6338925932836096,0.08677401529104048,0.4918519150174231,0.5025675697477527,0.3161416035790189,0.1614067661039776,7.894917968524419,7.682482003215481,6.610288731751234,0.03006621521404544,0.07145322416268729,0.04773557043426511,0.04563284019215244,0.016950681891229558,0.009484592474739876,0.04079604314423527,0.02259678474921869,0.01698782850052479,0.04590553559428531,0.021592349329092216,0.04445945945945946,0.025135135135135135,0.0,0.02108108108108108,0.01945945945945946,0.08067567567567567,0.02810810810810811,0.09324324324324323,0.058918918918918914,0.08243243243243241,0.07540540540540541,0.1122972972972973,0.023783783783783784,0.07783783783783783,0.1572972972972973,0.14283783783783785,0.030810810810810815,1.5905405405405406,0.9594594594594597,2.3702702702702685,0.01081081081081081,0.018256756756756757,0.008743243243243243,0.011141229729729729,0.006220229729729729,0.002497121621621633,0.01056404054054054,0.006700243243243241,0.004361932432432434,0.011486486486486485,0.007067567567567564,0,lie
LS_WILTY_EP10_lie9,0.43551724137931036,0.21255172413793103,0.023586206896551724,0.10344827586206896,0.031172413793103447,1.0305517241379312,0.06675862068965517,0.36110344827586205,0.388,0.6315172413793104,0.2833103448275862,0.4042758620689655,0.17648275862068966,0.10337931034482759,0.5937241379310345,0.5742758620689655,0.4104137931034483,53.242758620689656,-44.28137931034483,552.9103448275862,0.12304827586206896,-0.19002758620689655,-0.0040206896551724155,0.22425364137931036,0.21636758620689656,-0.948456772413793,0.04254882758620689,0.20970984827586206,-0.9754772344827586,0.1377448275862069,0.21793103448275863,2.5,1.92,0.54,0.95,0.31,2.21,0.57,1.16,0.96,2.39,1.89,1.14,1.22,1.29,3.56,2.76,2.22,166.1,-24.2,584.7,0.193,-0.101,0.409,0.282592,0.324201,-0.922765,0.100452,0.263412,-0.961283,0.198,0.288,0.7266570441206189,0.4308563490150635,0.0929581436728154,0.22540204607651407,0.059049219680090484,0.5936712278862127,0.1395323676040631,0.28886539839656217,0.28477964190658794,0.5836741040770225,0.47646274072063516,0.33169335074312695,0.2803136413874515,0.21358455484647182,0.6949589764347266,0.5824108716118265,0.5960516801117035,47.33782071573366,17.926888503519642,9.891457623022262,0.040718090955182105,0.030499987437972415,0.1789340920316409,0.04405536970324888,0.03640796045559161,0.009040050783984127,0.04054555723801192,0.031518625595592736,0.00604188830399644,0.04349804901601028,0.029788293555526008,0.05569444444444444,0.04013888888888889,0.005833333333333334,0.034722222222222224,0.01513888888888889,0.10263888888888889,0.018819444444444444,0.08965277777777778,0.036875,0.13923611111111112,0.07055555555555555,0.08951388888888889,0.04972222222222222,0.03840277777777777,0.1671527777777778,0.12993055555555555,0.06555555555555555,2.2750000000000004,1.3770833333333337,2.998611111111107,0.010555555555555558,0.00796527777777778,0.009576388888888888,0.005703527777777778,0.007778569444444445,0.00221941666666667,0.005865513888888888,0.008204944444444445,0.0017833055555555527,0.005784722222222222,0.008229166666666668,0,lie
SB_WILTY_EP35_truth10,0.1713197969543147,0.07411167512690355,0.5340609137055838,0.08294416243654822,0.5928934010152284,2.240152284263959,0.10137055837563451,0.8862944162436548,0.03055837563451777,0.22730964467005077,0.21822335025380712,0.6329441624365482,0.13720812182741118,0.10771573604060913,0.6401522842639594,0.7556345177664975,0.267005076142132,88.74162436548222,-46.907106598984775,637.2675126903553,0.14291878172588834,0.18238578680203046,0.15634010152284264,-0.09590276649746193,0.19147789847715735,-0.961248771573604,-0.24894437055837562,0.1650020659898477,-0.9410840913705584,-0.17841116751269034,0.1843705583756345,0.92,0.59,1.51,0.93,1.45,3.23,0.75,2.13,0.28,1.44,1.57,2.06,0.92,0.9,2.11,2.92,1.44,129.3,39.7,1408.9,0.521,0.472,0.489,0.206213,0.413734,-0.902242,0.05178,0.335849,-0.894223,0.132,0.393,0.24517441576742324,0.14489914760011827,0.33651993958750376,0.1841180353683252,0.4009876248880684,0.6694876789018511,0.18528425416924654,0.5640858367697003,0.05709992041705216,0.3601818851159641,0.31853842055606296,0.4921967230825476,0.23177184051594446,0.17296148092499294,0.6127268236046577,0.727804378030248,0.4165941412760505,29.875182407452968,65.55235756165933,195.26637264549325,0.21101988372928396,0.17012961265775206,0.19839486257438219,0.11396096736027687,0.12866067207616966,0.02743630616543865,0.11892440190164093,0.10285467558524326,0.023832762795597172,0.11876901986095531,0.11951927411037226,0.054081632653061235,0.03091836734693878,0.06806122448979592,0.027857142857142858,0.07653061224489796,0.1333673469387755,0.02739795918367347,0.10943877551020409,0.012551020408163265,0.058418367346938775,0.06969387755102041,0.13918367346938776,0.050765306122448985,0.0503061224489796,0.1714795918367347,0.15341836734693878,0.057959183673469396,2.242857142857143,3.6734693877551026,7.277551020408166,0.02074489795918367,0.01725,0.01228061224489796,0.011571846938775512,0.013935948979591835,0.0027094234693877547,0.011449280612244898,0.013024882653061225,0.003693632653061224,0.011984693877551017,0.014132653061224493,0,truth
AN_WILTY_EP22_lie26,0.2977333333333333,0.10366666666666667,0.026533333333333332,0.0456,0.006866666666666667,0.3016666666666667,0.067,0.21466666666666667,0.6016666666666667,0.49406666666666665,0.14073333333333332,0.4060666666666667,0.19346666666666668,0.18660000000000002,0.5533333333333333,0.6373333333333333,0.29266666666666663,67.49199999999999,-24.227333333333334,567.6759999999999,0.12772666666666666,0.29697999999999997,0.07142666666666667,-0.15370477333333332,0.18299766666666667,-0.9622914133333335,-0.3202262866666667,0.16782396000000002,-0.9223877800000001,-0.24518,0.18374666666666667,1.72,0.84,0.29,0.47,0.26,0.95,0.48,1.09,1.27,1.98,0.71,1.33,1.18,1.31,1.93,2.52,2.12,151.7,-5.6,589.6,0.254,0.394,0.361,0.248838,0.284278,-0.945609,0.076085,0.271651,-0.898532,0.165,0.277,0.4146740398000777,0.199453672159245,0.06698679291514059,0.09303589550463301,0.03275159029217768,0.2703202591475394,0.13111166407446684,0.30430395142782174,0.3634462501303058,0.5342963718531049,0.1991663722817552,0.3546808692552502,0.3004850366835152,0.32899446151067335,0.541514984785466,0.6625045692299483,0.47781755899799333,56.462542694398536,12.452766581195002,9.054352507433029,0.058471802034054166,0.13085985484761264,0.1925581354441486,0.1264504876985851,0.03099903356832309,0.006671528632765325,0.12410766584500106,0.053920378098952164,0.017465077815811417,0.12911797165393687,0.04077145116898652,0.05597315436241611,0.0348993288590604,0.00778523489932886,0.020536912751677853,0.004161073825503355,0.06302013422818792,0.018456375838926176,0.04241610738255034,0.07093959731543624,0.07597315436241611,0.03771812080536913,0.0753020134228188,0.037248322147651,0.03422818791946308,0.1297986577181208,0.1361744966442953,0.07570469798657718,2.819463087248322,0.966442953020134,1.9932885906040254,0.009255033557046979,0.010369127516778523,0.009456375838926176,0.007194503355704699,0.006816335570469798,0.0018051073825503371,0.007317939597315433,0.007015671140939595,0.0025620939597315448,0.00751006711409396,0.0072751677852349,0,lie
BRI_WILTY_EP60_truth_1,0.5473,0.15960000000000002,0.32660000000000006,0.0872,0.58,0.7056,0.0328,0.8445,1.4086,0.38520000000000004,0.1149,0.6640999999999999,0.0874,0.2802,0.6897,0.48109999999999997,0.198,0.7410000000000001,-34.874,714.814,0.1448,0.18755,0.24780000000000002,-0.04001752,0.21526793000000002,-0.9716682400000001,-0.20965049,0.16499490000000003,-0.96014402,-0.12829000000000002,0.19413,2.69,1.11,0.84,0.65,1.58,1.58,0.21,1.59,2.94,1.13,0.45,1.69,0.65,1.57,1.58,2.19,1.11,19.1,-9.6,729.3,0.243,0.407,0.352,0.057766,0.271572,-0.962313,-0.116088,0.215331,-0.925921,-0.03,0.245,0.9337465048681763,0.326691155544669,0.23713875237672122,0.19188106585680473,0.5466962297992987,0.5545774986601982,0.05230215245585168,0.4518030656171005,0.8762846500303357,0.4309877778388438,0.14158906965745854,0.5227628525440574,0.153804414695411,0.43929231426663656,0.5716615071769997,0.5721762372422035,0.283474118320484,13.901523025346627,19.97843595055186,14.670440423594064,0.058525484391266036,0.11583560058823181,0.04070961467850963,0.08242765473027198,0.03410935138468539,0.0064287285233291785,0.07559511274880769,0.031780972754181375,0.017098606491734607,0.08124290738273712,0.03245810197529089,0.06313131313131314,0.033737373737373746,0.04777777777777778,0.018383838383838384,0.03131313131313132,0.06878787878787879,0.013838383838383839,0.06818181818181818,0.0618181818181818,0.04353535353535353,0.037171717171717175,0.0705050505050505,0.02646464646464647,0.04343434343434344,0.0922222222222222,0.10494949494949496,0.0394949494949495,1.0272727272727271,0.9232323232323233,1.8393939393939431,0.00803030303030303,0.00980808080808081,0.005646464646464646,0.006170020202020201,0.005218484848484847,0.001137939393939397,0.006345404040404041,0.004944717171717171,0.0017485959595959632,0.006383838383838385,0.005151515151515149,0,truth
LS_WILTY_EP6_truth3,0.22716216216216215,0.07135135135135136,0.012972972972972974,0.2054054054054054,0.12783783783783784,0.2168918918918919,0.09324324324324325,1.0285135135135135,0.7058108108108109,0.6085135135135136,0.1641891891891892,0.5464864864864865,0.2110810810810811,0.23337837837837838,0.6739189189189189,0.64,0.1272972972972973,93.37432432432432,-58.440540540540546,549.4364864864865,0.1222027027027027,-0.09272972972972973,-0.026081081081081082,0.11571766216216217,0.2257184864864865,-0.9505828918918919,-0.04820733783783784,0.2229620945945946,-0.9613401756756756,0.036513513513513514,0.23033783783783787,1.12,0.42,0.1,1.6,0.62,1.23,0.71,1.95,1.16,2.26,0.95,1.65,1.12,1.19,2.02,1.86,0.65,144.4,-41.0,570.1,0.26,0.381,0.19,0.328178,0.374824,-0.907916,0.153551,0.33641,-0.902978,0.248,0.366,0.3026029555137755,0.12057311002525618,0.02733504598469812,0.45813256796848123,0.17590681118114374,0.3139144184728361,0.18911551958589068,0.7301298109999167,0.21019890617103112,0.6603188985331928,0.2383390399488031,0.4804490833924981,0.30115106830051475,0.36905758182725845,0.5219925406688143,0.6086634808140804,0.17383110443562066,39.52865809992852,6.883968251081314,8.683783884609783,0.08739000596910534,0.19871224443988578,0.13334194961669932,0.14452248048368901,0.10333920920414555,0.030430861604883053,0.13103512775434162,0.08140672253873009,0.017823686131030345,0.14224551833402785,0.09520810329088239,0.05410958904109589,0.026575342465753427,0.008219178082191782,0.03328767123287671,0.030273972602739733,0.0752054794520548,0.018493150684931507,0.09191780821917808,0.05712328767123288,0.08589041095890411,0.05575342465753424,0.09479452054794521,0.0741095890410959,0.06219178082191781,0.13068493150684932,0.20356164383561642,0.041917808219178086,4.238356164383562,1.2095890410958903,2.645205479452052,0.015917808219178084,0.02235616438356165,0.014013698630136986,0.017332630136986302,0.0119318904109589,0.003357397260273973,0.015811191780821916,0.011291109589041096,0.003940986301369869,0.01704109589041096,0.012068493150684935,0,truth
LS_WILTY_EP7_truth11,0.17378151260504202,0.035126050420168066,0.37798319327731095,0.06840336134453782,0.22554621848739495,0.7247899159663865,0.050252100840336135,1.1894117647058824,0.08899159663865545,0.5247058823529411,0.09907563025210085,0.8521848739495798,0.12378151260504203,0.1415966386554622,0.5223529411764706,0.3900840336134454,0.12596638655462186,-24.276470588235295,-28.30252100840336,580.8277310924369,0.29965546218487393,0.40027731092436974,-0.10339495798319329,-0.13767440336134454,0.2977538823529412,-0.938012512605042,-0.30458225210084033,0.3093418823529412,-0.8926220840336134,-0.23746218487394957,0.32046218487394956,2.09,0.35,1.12,1.15,0.59,2.1,0.36,2.19,0.91,2.18,0.67,1.91,0.81,1.15,1.76,1.57,0.67,11.0,8.3,894.4,0.378,0.871,0.121,0.089082,0.344627,-0.861083,-0.050244,0.357565,-0.816406,0.02,0.373,0.38939325161214905,0.06082575204824619,0.2588192872333008,0.21485897303508264,0.16686896045817673,0.5826500661275753,0.08947551681860154,0.4033488924156866,0.18011952226692812,0.7629990154040025,0.14683088159822838,0.6968332238083672,0.2137676213239653,0.27791592190736847,0.444100129727888,0.4312054365053016,0.18315187421932844,19.54819210454847,62.22143679617574,156.6954624527557,0.06998043757822976,0.16650733807669116,0.059621293330742356,0.10269359766143887,0.04170140178235224,0.01849548297345734,0.10728675076407229,0.046330928053236554,0.03508917425080064,0.11227461716520189,0.048559554544484386,0.045169491525423724,0.018813559322033893,0.05601694915254238,0.01847457627118644,0.032288135593220336,0.10813559322033899,0.016779661016949155,0.08499999999999999,0.028135593220338987,0.0728813559322034,0.03796610169491526,0.07305084745762713,0.033728813559322036,0.030677966101694917,0.11864406779661016,0.08483050847457627,0.03745762711864407,1.4610169491525424,1.7788135593220338,5.33305084745763,0.010940677966101695,0.0148135593220339,0.0070423728813559325,0.00997884745762712,0.005823686440677968,0.0024721864406779615,0.009396381355932201,0.006370271186440678,0.0036596525423728803,0.010271186440677966,0.006627118644067795,0,truth
YW_WILTY_EP46_lie4,0.0951,0.0528,0.0,0.0337,0.030299999999999997,0.02,0.024,1.2191,0.63,1.2383,0.1036,0.44310000000000005,0.0637,0.10300000000000001,0.4501,0.1263,0.2631,-44.78,-44.018,572.6080000000001,0.11625999999999999,-0.47963,-0.20266,0.4660414,0.15245946,-0.8705210800000001,0.3041631,0.17962392000000002,-0.9348936000000001,0.40325000000000005,0.18195,0.59,0.46,0.0,0.41,0.29,0.25,0.18,1.76,0.97,2.06,0.58,1.92,0.45,0.95,1.54,1.2,1.86,-24.5,-30.9,584.4,0.236,-0.413,-0.102,0.498479,0.218589,-0.852098,0.342287,0.236011,-0.921136,0.44,0.249,0.17163794993702838,0.0933774787373997,0.0,0.07041945036635111,0.05489116872540066,0.04526019054848144,0.04075053448245876,0.23313452569430185,0.18878131220643585,0.3629482390678103,0.14673221675672812,0.3920386885670002,0.09640670373606042,0.17717479812577494,0.44015491992632955,0.14459036529926103,0.4177928900662371,11.571481837655538,7.395075893778743,4.854523663553362,0.06490266527343819,0.04163469197385255,0.08329080369283261,0.015065724518679028,0.03784223627898255,0.010643334867636358,0.018058350238696643,0.02853917211277203,0.008088179302181824,0.018332162497048197,0.03652102618404024,0.0198989898989899,0.018585858585858584,0.0,0.017575757575757574,0.013535353535353536,0.011717171717171716,0.010202020202020202,0.06060606060606061,0.049595959595959596,0.09959595959595959,0.04131313131313132,0.09787878787878786,0.02313131313131313,0.026969696969696963,0.10111111111111112,0.044040404040404046,0.08868686868686868,0.8282828282828283,0.6080808080808077,1.7151515151515146,0.007555555555555556,0.005252525252525256,0.00690909090909091,0.0033656161616161615,0.005486848484848484,0.002214676767676776,0.0032901717171717167,0.005490505050505051,0.0019045050505050514,0.0036969696969696973,0.006161616161616162,0,lie
BRI_WILTY_EP59_truth_12,0.19282608695652173,0.09094202898550725,0.0,0.0455072463768116,0.1426086956521739,1.1172463768115943,0.08644927536231883,0.03159420289855073,0.12572463768115943,0.37949275362318846,0.21731884057971013,0.5057971014492754,0.12159420289855073,0.12855072463768116,0.7396376811594202,0.4990579710144928,0.3098550724637681,-12.1,-31.247101449275366,526.436231884058,0.05018840579710145,-0.013913043478260868,-0.12909420289855073,0.13687163768115942,0.12328197101449276,-0.9755888405797102,-0.04193954347826087,0.1447178913043478,-0.9802736594202898,0.04813768115942029,0.13598550724637679,1.08,1.13,0.0,0.75,1.02,2.54,0.58,0.56,1.56,1.35,1.76,2.08,0.88,1.09,2.67,2.02,1.97,19.9,-3.1,536.1,0.311,0.165,-0.06,0.27524,0.270551,-0.952216,0.128161,0.301064,-0.951946,0.205,0.291,0.29170525352646853,0.19898240277680654,0.0,0.12943488887489202,0.2557550845662661,0.6678167589443398,0.15876715137941885,0.10576275872929716,0.2399266544895321,0.36022969651831316,0.3251872898977675,0.4840625096784594,0.20241334588876675,0.23988303331207883,0.6913853747223648,0.4985817662497587,0.4885909810116301,22.432526566911328,14.622571253962969,5.634214328468616,0.15191687847893343,0.09797761387851084,0.035054886615668336,0.06498861232138296,0.10007277898827988,0.012664739667111801,0.07134933014239285,0.10547277048061605,0.01629673205004287,0.06897806612440335,0.10438509454711156,0.05467153284671534,0.03204379562043795,0.0,0.016423357664233577,0.03532846715328467,0.12576642335766425,0.02065693430656934,0.00832116788321168,0.04963503649635037,0.06649635036496351,0.07343065693430656,0.12970802919708033,0.044379562043795624,0.046788321167883215,0.20408759124087592,0.12620437956204378,0.09343065693430658,1.8262773722627736,0.835766423357664,1.648175182481749,0.010817518248175183,0.010802919708029197,0.0045912408759124085,0.0068133138686131385,0.008827058394160585,0.0016631386861313852,0.007083394160583941,0.009106576642335766,0.001485591240875914,0.007014598540145985,0.009124087591240875,0,truth
AN_WILTY_EP16_lie1,0.1667142857142857,0.08714285714285713,0.00042857142857142855,0.09842857142857142,0.0,0.015714285714285715,0.032285714285714286,0.4057142857142857,0.018142857142857145,0.21242857142857144,0.441,0.6278571428571429,0.11428571428571428,0.060714285714285714,0.43785714285714283,0.45057142857142857,0.1667142857142857,41.027142857142856,-47.35142857142857,539.8714285714286,0.09308571428571429,0.29965714285714284,0.19434285714285712,-0.14229394285714286,0.20171607142857143,-0.9507918,-0.3135255142857143,0.16547115714285715,-0.9154096428571429,-0.23714285714285716,0.19428571428571428,1.15,0.71,0.01,0.8,0.0,0.18,0.21,0.95,0.14,0.82,1.9,2.31,0.92,0.31,1.46,1.7,0.92,67.0,-31.2,550.4,0.207,0.54,0.309,0.258475,0.264139,-0.92811,0.087474,0.263657,-0.86514,0.179,0.272,0.3080829994913212,0.1661947770952728,0.00203997320649802,0.2144060600639182,0.0,0.04329110858843574,0.05708299141515529,0.30992084743853326,0.03245031239182641,0.26462681250485626,0.6669444711040283,0.7350557365382611,0.23116323004188066,0.09081469313174405,0.4596718831575752,0.5313201652604788,0.2581748729259918,16.386579180099567,7.407844311936941,6.4144570151472875,0.0506776521816256,0.26247660410380075,0.09345166707274381,0.1853210754539725,0.02956217213652623,0.018662857358159646,0.18406789037544788,0.0401590389748154,0.037137211772855325,0.19309765387944886,0.03539063286252365,0.055072463768115934,0.03565217391304347,0.0002898550724637681,0.024347826086956525,0.0,0.010724637681159421,0.013913043478260868,0.05289855072463768,0.010434782608695651,0.044927536231884065,0.060724637681159425,0.09115942028985508,0.03536231884057971,0.023043478260869565,0.09362318840579709,0.07391304347826087,0.05942028985507246,1.411594202898551,1.1101449275362318,2.255072463768118,0.011043478260869566,0.018072463768115943,0.008405797101449276,0.01225166666666667,0.007438652173913046,0.003082420289855075,0.01193005797101449,0.007826971014492756,0.003939927536231877,0.012753623188405797,0.00828985507246377,0,lie
